,x,y,z
0.062,-0.940455509,6.688509423,21.1936004
0.063,-0.893761206,6.678887385,21.13142752
0.064,-0.804701516,6.656169752,21.080868
0.065,-0.735877543,6.669437318,20.99471863
0.066,-0.647787444,6.639199023,20.94659489
0.067,-0.570374969,6.627836221,20.87997421
0.068,-0.506965431,6.604204999,20.82149196
0.069,-0.438231739,6.602937296,20.77673894
0.07,-0.380010902,6.593441006,20.7263184
0.071,-0.299113023,6.572389156,20.64383581
0.072,-0.230999927,6.578487425,20.59909024
0.073,-0.164699365,6.560055692,20.53833522
0.074,-0.103523475,6.580932052,20.48101978
0.075,-0.021265777,6.553239591,20.44154886
0.076,0.022733009,6.546508341,20.37816874
0.077,0.088279069,6.539430908,20.3264394
0.078,0.165208388,6.534527998,20.2579955
0.079,0.234323376,6.54672571,20.22374182
0.08,0.277812539,6.533929309,20.17399847
0.081,0.361402376,6.516476059,20.10789473
0.082,0.413195765,6.513287745,20.06612994
0.083,0.465171573,6.513915973,20.02046344
0.084,0.507574916,6.499734978,19.94568301
0.085,0.584913105,6.499752367,19.90481319
0.086,0.651651328,6.502520779,19.87116349
0.087,0.714144519,6.504435069,19.80722805
0.088,0.776609903,6.496024894,19.7835844
0.089,0.815569396,6.498875799,19.70701348
0.09,0.889537408,6.513864909,19.66569021
0.091,0.939570769,6.508678088,19.627966
0.092,0.985984982,6.515944736,19.58654677
0.093,1.048237708,6.516450828,19.54181609
0.094,1.092128795,6.523502047,19.48930617
0.095,1.138312879,6.502166157,19.45060143
0.096,1.175071272,6.524047922,19.41137552
0.097,1.241368639,6.532345451,19.35616392
0.098,1.307914149,6.538719202,19.29880396
0.099,1.352923539,6.5423794,19.27425621
0.1,1.402169627,6.560048817,19.22590436
0.101,1.459982349,6.554501697,19.17651447
0.102,1.507337313,6.545529197,19.14486751
0.103,1.564022911,6.543541082,19.08016391
0.104,1.628164274,6.567068371,19.05037756
0.105,1.665901496,6.580494473,19.01742884
0.106,1.727935344,6.576228764,18.98446254
0.107,1.762378259,6.590032978,18.93746274
0.108,1.809137184,6.612817617,18.89514834
0.109,1.868960908,6.626496948,18.86079646
0.11,1.901151218,6.622270284,18.83054719
0.111,1.935058093,6.640435745,18.80765918
0.112,1.998396379,6.63598939,18.74865352
0.113,2.049427756,6.660256791,18.71449576
0.114,2.074518254,6.668412812,18.68827589
0.115,2.126801717,6.686514694,18.65655634
0.116,2.191875242,6.709051674,18.60139962
0.117,2.218244572,6.713144601,18.56087229
0.118,2.258738296,6.716543921,18.53303717
0.119,2.320682559,6.714191084,18.52094081
0.12,2.357134974,6.746544938,18.48974345
0.121,2.402176188,6.774789831,18.44527168
0.122,2.45642487,6.797746446,18.40004071
0.123,2.500952364,6.824138188,18.36808654
0.124,2.529784605,6.835387032,18.34234215
0.125,2.557036735,6.840674984,18.31303064
0.126,2.623741317,6.856501605,18.28456741
0.127,2.677449591,6.901996219,18.26086395
0.128,2.674182996,6.888510424,18.23035281
0.129,2.7403642,6.9144721,18.19207545
0.13,2.78434506,6.920305046,18.16220282
0.131,2.830895328,6.95699196,18.13354562
0.132,2.865678691,6.972154154,18.11364044
0.133,2.89191523,6.990247847,18.07289142
0.134,2.946148078,7.02148004,18.0541481
0.135,3.003120932,7.054076752,18.02240586
0.136,3.022577462,7.060033547,17.98281719
0.137,3.078134269,7.100648981,17.95028656
0.138,3.104086435,7.133230446,17.92853293
0.139,3.140025774,7.12461204,17.91200883
0.14,3.179432448,7.16840201,17.90773592
0.141,3.240187156,7.17899136,17.85507798
0.142,3.283048524,7.212574511,17.84424964
0.143,3.306654094,7.237418151,17.81191827
0.144,3.356649407,7.293840404,17.80888412
0.145,3.379442926,7.2804438,17.77473494
0.146,3.413031005,7.306324805,17.75929841
0.147,3.464487183,7.352161112,17.72141008
0.148,3.49763185,7.379867057,17.69836721
0.149,3.53768905,7.402557988,17.67828209
0.15,3.581953525,7.444316116,17.67904879
0.151,3.620653469,7.460340531,17.64060733
0.152,3.65431028,7.492841459,17.6063395
0.153,3.706960562,7.535910351,17.62125239
0.154,3.735244819,7.550744666,17.60084203
0.155,3.779762762,7.582203448,17.58436102
0.156,3.812092988,7.599636791,17.54875148
0.157,3.845120317,7.639798212,17.52075752
0.158,3.894501056,7.684103336,17.50905882
0.159,3.923808398,7.729774128,17.50155474
0.16,3.96230439,7.741723621,17.4790834
0.161,4.016151447,7.796515223,17.46303746
0.162,4.030906465,7.821433068,17.44483093
0.163,4.073221423,7.86275503,17.44397087
0.164,4.10798228,7.908293539,17.43516253
0.165,4.149487482,7.941589001,17.39087181
0.166,4.201385052,7.958594561,17.39153946
0.167,4.228064011,7.996861316,17.38317956
0.168,4.254626082,8.045759359,17.36248786
0.169,4.300361971,8.092360254,17.36925249
0.17,4.34951233,8.117789222,17.34481977
0.171,4.37281078,8.163522097,17.33427133
0.172,4.405916739,8.194223273,17.344076
0.173,4.461245248,8.235218763,17.31603108
0.174,4.475896768,8.275721714,17.31493172
0.175,4.516032399,8.313672426,17.31031266
0.176,4.555733083,8.353487052,17.28494935
0.177,4.624621508,8.388769771,17.29539787
0.178,4.650421066,8.425298813,17.26343652
0.179,4.668716803,8.476532675,17.2675021
0.18,4.716572567,8.516789448,17.26152474
0.181,4.764952716,8.563334439,17.25245208
0.182,4.800444382,8.600373552,17.26784863
0.183,4.835358144,8.645114634,17.26902905
0.184,4.884723432,8.706495093,17.24565621
0.185,4.918164345,8.734338333,17.24016053
0.186,4.951432872,8.754120103,17.23660062
0.187,4.964229651,8.806499069,17.23432951
0.188,5.016539588,8.865370777,17.2458314
0.189,5.064299879,8.908394198,17.23817253
0.19,5.098082922,8.958376621,17.23269699
0.191,5.141229021,9.003267299,17.23431708
0.192,5.174145391,9.045233015,17.25313784
0.193,5.212979964,9.086553484,17.23855192
0.194,5.247705479,9.139933775,17.23112925
0.195,5.308645143,9.190523435,17.25418409
0.196,5.346358215,9.242373981,17.24854205
0.197,5.380955017,9.287666513,17.25118938
0.198,5.430505573,9.335359235,17.26123321
0.199,5.466569155,9.380841025,17.2728087
0.2,5.4957458,9.432895936,17.26334273
0.201,5.534790717,9.490762455,17.2751783
0.202,5.588502015,9.549385091,17.28799594
0.203,5.623164315,9.587810778,17.29786317
0.204,5.657988631,9.649313265,17.28053871
0.205,5.679106799,9.700491161,17.32088449
0.206,5.743479301,9.73880818,17.30468415
0.207,5.790392126,9.782203359,17.3234152
0.208,5.811385679,9.836508799,17.33505547
0.209,5.853336654,9.897817085,17.3523844
0.21,5.8925873,9.949061642,17.35541556
0.211,5.946553115,10.00873664,17.37534687
0.212,5.989470317,10.04953814,17.3712663
0.213,6.026773686,10.09745871,17.40085776
0.214,6.055791132,10.1685542,17.4175891
0.215,6.102459628,10.21303559,17.42995869
0.216,6.143163785,10.27650687,17.44186096
0.217,6.187998011,10.33671795,17.45776788
0.218,6.214304552,10.38808294,17.46569303
0.219,6.264916015,10.43146021,17.4858023
0.22,6.298250808,10.51692239,17.50370853
0.221,6.330467147,10.53552832,17.52020067
0.222,6.39221316,10.60935342,17.5437849
0.223,6.430114534,10.66873471,17.5715764
0.224,6.459166382,10.71546472,17.58808045
0.225,6.510314401,10.77841146,17.64506153
0.226,6.567416552,10.84166457,17.64288479
0.227,6.608996209,10.89689869,17.67433682
0.228,6.636621416,10.9478221,17.70115083
0.229,6.679314895,11.01593028,17.73488716
0.23,6.728121869,11.04710944,17.73090194
0.231,6.771702308,11.12745868,17.76574672
0.232,6.829015115,11.17694747,17.78840686
0.233,6.853223052,11.22227772,17.81257827
0.234,6.928161768,11.30891092,17.85702043
0.235,6.928687089,11.35413499,17.87901723
0.236,6.9908059,11.40109245,17.91601417
0.237,7.045658755,11.45945144,17.95046052
0.238,7.081117361,11.54617984,17.98462654
0.239,7.125694578,11.59449894,18.02654972
0.24,7.182953635,11.63549928,18.05730646
0.241,7.233139875,11.71909167,18.09566083
0.242,7.264829925,11.76173812,18.13628208
0.243,7.320382917,11.83339977,18.17570077
0.244,7.369248657,11.906937,18.18164529
0.245,7.385040945,11.93487691,18.25245097
0.246,7.441918473,12.01900946,18.2716204
0.247,7.499055233,12.06464313,18.33403961
0.248,7.532782886,12.13418344,18.36650872
0.249,7.582034751,12.18062555,18.40879204
0.25,7.638314767,12.25920352,18.45059614
0.251,7.677795878,12.29645903,18.50519654
0.252,7.721656667,12.36837158,18.55402118
0.253,7.756480676,12.44863523,18.5921812
0.254,7.80901611,12.49310885,18.65224641
0.255,7.861373421,12.55151875,18.69635053
0.256,7.913685208,12.61535789,18.73537471
0.257,7.96162876,12.68408443,18.77396077
0.258,7.988288673,12.73859532,18.84634332
0.259,8.048521079,12.79550276,18.88583969
0.26,8.107037873,12.8811761,18.94539442
0.261,8.138630105,12.92381591,19.00159713
0.262,8.190207503,12.98031764,19.05438142
0.263,8.23928277,13.04667486,19.11153174
0.264,8.281680089,13.08504413,19.13817184
0.265,8.336848686,13.1581267,19.21320451
0.266,8.38333957,13.20721648,19.28205911
0.267,8.436865855,13.29697292,19.33230394
0.268,8.490032195,13.33536699,19.38175949
0.269,8.536779586,13.39964492,19.45831708
0.27,8.582773214,13.4642035,19.51620207
0.271,8.637099323,13.52428465,19.59784631
0.272,8.673040057,13.57692567,19.64913388
0.273,8.720968053,13.63453796,19.71785886
0.274,8.777746679,13.69054605,19.78166414
0.275,8.832207778,13.74993735,19.85364739
0.276,8.861718803,13.81419846,19.92936511
0.277,8.92681492,13.86295364,20.00481134
0.278,8.980518327,13.92169693,20.06508527
0.279,9.036451015,13.99286641,20.1521262
0.28,9.073453262,14.04859623,20.20782278
0.281,9.125966462,14.08154851,20.28777094
0.282,9.18122168,14.14264836,20.34069777
0.283,9.222854262,14.22866428,20.43546922
0.284,9.277257642,14.25665615,20.51784647
0.285,9.327288918,14.31631987,20.60460103
0.286,9.369371827,14.36750816,20.68241971
0.287,9.431358749,14.40957551,20.74200236
0.288,9.466656912,14.49443633,20.81942532
0.289,9.533251536,14.53249039,20.89345458
0.29,9.572935141,14.56553948,21.00653154
0.291,9.620750757,14.62584593,21.07175796
0.292,9.680947689,14.68292057,21.17245896
0.293,9.715116957,14.74719647,21.25605818
0.294,9.765508147,14.79996128,21.34940943
0.295,9.847732985,14.84385497,21.42082147
0.296,9.863734464,14.86817063,21.5220076
0.297,9.905397478,14.9454794,21.60028054
0.298,9.982092585,14.9819322,21.68443673
0.299,10.03061843,15.04850609,21.78802001
0.3,10.06468978,15.08060936,21.870422
0.301,10.13463071,15.1300474,21.9952746
0.302,10.16129489,15.18338642,22.07094589
0.303,10.21387109,15.19970616,22.17203183
0.304,10.27338643,15.23911537,22.25921707
0.305,10.31369496,15.30056437,22.35576443
0.306,10.37135661,15.33906085,22.44484108
0.307,10.42873909,15.39015884,22.57835439
0.308,10.47396728,15.44001384,22.66534124
0.309,10.51966108,15.44348232,22.76796876
0.31,10.56779614,15.51539457,22.86295388
0.311,10.61160808,15.54840685,22.96123512
0.312,10.67919666,15.58356483,23.0725754
0.313,10.7030061,15.61243719,23.17880326
0.314,10.7736753,15.64456936,23.2858684
0.315,10.81879835,15.713946,23.39054037
0.316,10.85181739,15.74729202,23.51314151
0.317,10.91545031,15.76330337,23.61640292
0.318,10.94876181,15.78978306,23.71617873
0.319,11.00868671,15.82480437,23.85077909
0.32,11.07552439,15.8491411,23.93181269
0.321,11.09780397,15.88903242,24.0640954
0.322,11.1562414,15.91967759,24.16120143
0.323,11.18816797,15.9449689,24.27589384
0.324,11.25503425,15.96120999,24.39800016
0.325,11.29863397,15.98571279,24.51413349
0.326,11.35267971,16.02902948,24.62321834
0.327,11.38833335,16.02775743,24.73133076
0.328,11.42121074,16.04724659,24.84888753
0.329,11.47762305,16.06768049,24.97627857
0.33,11.54326021,16.07871823,25.08744466
0.331,11.55804358,16.08466435,25.21089712
0.332,11.61200709,16.12628788,25.32502915
0.333,11.66685682,16.12914199,25.45066938
0.334,11.69477892,16.14764641,25.58239456
0.335,11.74249834,16.16212883,25.69216094
0.336,11.78684873,16.17533463,25.81818564
0.337,11.8567251,16.18854298,25.93691659
0.338,11.87473495,16.18425895,26.03749578
0.339,11.92193297,16.18306477,26.18250511
0.34,11.95200099,16.19213099,26.30378231
0.341,12.01431591,16.2004132,26.4125751
0.342,12.04354761,16.19960758,26.54280186
0.343,12.08823193,16.20120317,26.68633025
0.344,12.13065579,16.21924683,26.81469086
0.345,12.17727488,16.20753589,26.93838956
0.346,12.21016683,16.18054713,27.04032421
0.347,12.2556416,16.18135228,27.14969589
0.348,12.29790812,16.1997573,27.31419343
0.349,12.32477617,16.18124334,27.4226784
0.35,12.37998022,16.15749242,27.56661006
0.351,12.40594753,16.15361574,27.68240138
0.352,12.44700562,16.12837507,27.81718171
0.353,12.48904619,16.11501969,27.92700901
0.354,12.50225238,16.12064738,28.059376
0.355,12.55503952,16.08238924,28.17961576
0.356,12.59613976,16.09091685,28.30655594
0.357,12.62586797,16.0485081,28.44690056
0.358,12.67016244,16.0386214,28.56408137
0.359,12.70153023,16.00934472,28.69954685
0.36,12.71626459,15.98866088,28.83294144
0.361,12.73819348,15.93428136,28.95698313
0.362,12.78104485,15.91776318,29.06569117
0.363,12.82431951,15.89870554,29.21398544
0.364,12.84827878,15.86734906,29.32385601
0.365,12.88376557,15.83571449,29.45308834
0.366,12.8994057,15.78779785,29.56468624
0.367,12.92849947,15.76643102,29.68554751
0.368,12.96506571,15.71620982,29.82925161
0.369,13.0128289,15.66893848,29.95121316
0.37,13.02527752,15.62462127,30.08757166
0.371,13.03636124,15.5814876,30.16913826
0.372,13.07773389,15.5251599,30.31063741
0.373,13.08047814,15.49625322,30.44274211
0.374,13.11141321,15.45261734,30.55554206
0.375,13.12940726,15.39040635,30.67517951
0.376,13.15695824,15.34367265,30.79607913
0.377,13.17836986,15.30252223,30.92226211
0.378,13.19469913,15.24337676,31.02435076
0.379,13.2279179,15.17675104,31.14528223
0.38,13.26120685,15.1351039,31.28642703
0.381,13.25856214,15.04658291,31.3842116
0.382,13.27071555,15.01174579,31.49094216
0.383,13.29920386,14.94886248,31.62606969
0.384,13.27254813,14.87250337,31.73939676
0.385,13.32952964,14.83154542,31.8405221
0.386,13.33242078,14.75602472,31.95690128
0.387,13.34771651,14.69105808,32.07458846
0.388,13.35741793,14.60701537,32.17024072
0.389,13.362954,14.54617408,32.29345943
0.39,13.3906573,14.45342861,32.39764373
0.391,13.3861241,14.38074104,32.50213893
0.392,13.42125466,14.30895033,32.61718558
0.393,13.41679275,14.23985922,32.7040203
0.394,13.42546893,14.1593648,32.81655623
0.395,13.42310924,14.07461896,32.93629045
0.396,13.43317271,14.00978367,33.02865168
0.397,13.44230958,13.92369262,33.1212579
0.398,13.45986283,13.81991198,33.21346964
0.399,13.45810945,13.73836052,33.32455921
0.4,13.45815655,13.64919269,33.39921612
0.401,13.44351282,13.58648934,33.50514
0.402,13.44212574,13.50250138,33.60427757
0.403,13.44340249,13.39258857,33.68908743
0.404,13.44412966,13.31055143,33.76058119
0.405,13.44268478,13.21681393,33.86492011
0.406,13.45867866,13.11302627,33.9568998
0.407,13.4577654,13.04488806,34.03428585
0.408,13.42667387,12.93354602,34.11712581
0.409,13.41688034,12.84513291,34.21124985
0.41,13.43637869,12.76091125,34.28925154
0.411,13.41727486,12.63985854,34.35860695
0.412,13.40842959,12.55491971,34.4644614
0.413,13.40146726,12.45769198,34.51461213
0.414,13.39314124,12.34427482,34.59932387
0.415,13.38868592,12.25440919,34.65002741
0.416,13.35668334,12.14445528,34.74384624
0.417,13.35702201,12.04929105,34.80507103
0.418,13.34100793,11.94720199,34.86506595
0.419,13.31277062,11.84956858,34.93738758
0.42,13.31767828,11.74523398,35.01072813
0.421,13.30601588,11.62107411,35.0599447
0.422,13.28296999,11.53579131,35.11832966
0.423,13.26608247,11.41162509,35.19369645
0.424,13.25239677,11.29437945,35.24740136
0.425,13.20326606,11.17807233,35.28693222
0.426,13.19833026,11.06709922,35.36506794
0.427,13.18897704,10.98590257,35.40712238
0.428,13.16713997,10.87671846,35.46431157
0.429,13.14201931,10.7555474,35.48868947
0.43,13.11509154,10.65551958,35.53737607
0.431,13.07602823,10.54274197,35.58932938
0.432,13.06139159,10.43923966,35.63011125
0.433,13.04602457,10.32412738,35.6455444
0.434,13.01992247,10.21844688,35.70662397
0.435,12.94603138,10.11309501,35.73661547
0.436,12.94790614,9.999761587,35.7657315
0.437,12.92763848,9.866040883,35.80252161
0.438,12.89629503,9.758613788,35.85313948
0.439,12.85932154,9.675890809,35.86102913
0.44,12.82253035,9.559770276,35.90255832
0.441,12.8040875,9.461274686,35.91643985
0.442,12.77204276,9.32509171,35.94194099
0.443,12.72567089,9.210262712,35.97013998
0.444,12.68045279,9.10861725,35.98672712
0.445,12.65974771,8.99962295,36.00625007
0.446,12.60373813,8.875813093,36.01949322
0.447,12.55788009,8.77628877,36.04178795
0.448,12.52666777,8.654699627,36.05514995
0.449,12.50700883,8.566412013,36.08887198
0.45,12.46710948,8.447742945,36.08816214
0.451,12.41775165,8.351784051,36.09287875
0.452,12.38205983,8.249928679,36.08830823
0.453,12.35354503,8.132359641,36.09807446
0.454,12.3051792,8.015198187,36.08578953
0.455,12.27453351,7.919733768,36.10752266
0.456,12.2072725,7.800971726,36.09081071
0.457,12.16392543,7.692554475,36.10030289
0.458,12.13761583,7.599794785,36.09750157
0.459,12.08170804,7.47310849,36.09902051
0.46,12.02558146,7.367961792,36.08184161
0.461,11.97626912,7.271519015,36.08571294
0.462,11.93375341,7.165373286,36.07551316
0.463,11.86646577,7.072054489,36.0757835
0.464,11.82563187,6.97033404,36.0633397
0.465,11.79325495,6.860392925,36.02529338
0.466,11.75460276,6.790998907,36.00257086
0.467,11.692249,6.668435488,35.98115848
0.468,11.63533912,6.561293301,35.97583042
0.469,11.60733825,6.465727177,35.95012247
0.47,11.5318079,6.359626045,35.92655473
0.471,11.48497992,6.25351974,35.91938715
0.472,11.43650327,6.172305701,35.87969125
0.473,11.38533417,6.069551807,35.8569716
0.474,11.31975384,5.965374861,35.82886748
0.475,11.26830351,5.8917606,35.78947253
0.476,11.2299849,5.786279562,35.77602575
0.477,11.17265395,5.693819165,35.74780357
0.478,11.11421294,5.59572012,35.70344365
0.479,11.0656125,5.528081159,35.65715281
0.48,10.99705162,5.43202695,35.61484333
0.481,10.93940642,5.339793342,35.5989108
0.482,10.88084628,5.255692043,35.57505515
0.483,10.83786587,5.168133946,35.52918752
0.484,10.78861976,5.075786834,35.47478172
0.485,10.69984055,4.976129826,35.45600507
0.486,10.63024651,4.898135433,35.41185743
0.487,10.61908997,4.839506761,35.37716927
0.488,10.54199987,4.728038022,35.31672596
0.489,10.49703689,4.645458536,35.28904385
0.49,10.41797158,4.572071405,35.22695916
0.491,10.35199231,4.494760466,35.18371422
0.492,10.30922414,4.431409911,35.14911106
0.493,10.26388273,4.347346085,35.08665682
0.494,10.18271691,4.263108535,35.05695017
0.495,10.12531401,4.194091279,34.99566087
0.496,10.06628304,4.103835697,34.94094686
0.497,10.00248677,4.038690149,34.87399126
0.498,9.951176955,3.968279191,34.83761641
0.499,9.878201562,3.89134774,34.76665251
0.5,9.856224559,3.835499711,34.72302194
0.501,9.763604246,3.748277806,34.6622644
0.502,9.713060993,3.674488595,34.62308769
0.503,9.63871422,3.614322627,34.56816922
0.504,9.589440126,3.549090418,34.49751733
0.505,9.536465082,3.479145943,34.44334612
0.506,9.456651777,3.441978215,34.39428551
0.507,9.41760738,3.349960056,34.32201777
0.508,9.350564485,3.320219678,34.2609183
0.509,9.302185205,3.248453638,34.20534209
0.51,9.231479071,3.172195106,34.13565801
0.511,9.171703413,3.135645335,34.07068176
0.512,9.113578724,3.044428854,34.02412148
0.513,9.047699346,2.991626111,33.95523921
0.514,8.986754545,2.956622627,33.89015619
0.515,8.928708462,2.879630845,33.81574075
0.516,8.877341173,2.844395175,33.77453433
0.517,8.814641889,2.788083361,33.67044738
0.518,8.767787771,2.73534141,33.63966853
0.519,8.695409015,2.678977019,33.56642133
0.52,8.623235253,2.624200762,33.49424825
0.521,8.570186217,2.587986011,33.43890342
0.522,8.501434073,2.528730998,33.35648953
0.523,8.452499513,2.487082118,33.27161759
0.524,8.368784755,2.434711512,33.21046583
0.525,8.32210449,2.403314184,33.17104877
0.526,8.273606336,2.352591441,33.09006464
0.527,8.20392337,2.302794081,33.00949472
0.528,8.15004298,2.256291908,32.95402052
0.529,8.073086741,2.208837723,32.8741775
0.53,8.041179166,2.169849959,32.81768807
0.531,7.963345238,2.132992371,32.73651151
0.532,7.913743952,2.102336672,32.67735276
0.533,7.864952837,2.058509861,32.60527426
0.534,7.794917001,2.025010846,32.52251232
0.535,7.752182129,1.971099357,32.45773696
0.536,7.678282432,1.954723365,32.38780968
0.537,7.634702776,1.904826376,32.32511897
0.538,7.565711,1.861260831,32.25313263
0.539,7.514277832,1.84546382,32.18120351
0.54,7.45792645,1.811960603,32.10221912
0.541,7.387781224,1.758562083,32.00773526
0.542,7.343557691,1.743569873,31.9442778
0.543,7.290091982,1.713939853,31.87619101
0.544,7.229742169,1.660718574,31.83339006
0.545,7.197082688,1.655315668,31.73416481
0.546,7.115983572,1.621382706,31.64245096
0.547,7.071394301,1.614667017,31.58845036
0.548,7.013351273,1.565528636,31.5208293
0.549,6.95821581,1.55924761,31.45779102
0.55,6.890402247,1.52905523,31.37542318
0.551,6.863667104,1.513833609,31.27979856
0.552,6.811448597,1.472196702,31.23859361
0.553,6.747182407,1.471497757,31.14686655
0.554,6.688787382,1.44220552,31.07369479
0.555,6.63957459,1.406251867,31.00231541
0.556,6.584831529,1.402238864,30.9409361
0.557,6.527223733,1.368865686,30.84370705
0.558,6.485482595,1.345327329,30.79070103
0.559,6.428927624,1.334098084,30.7119073
0.56,6.366847509,1.304016032,30.62755941
0.561,6.324721416,1.296975768,30.55612292
0.562,6.279147981,1.281684868,30.49116154
0.563,6.231811646,1.27207996,30.40354751
0.564,6.180159321,1.228618683,30.36250745
0.565,6.124820714,1.218753364,30.26151803
0.566,6.086071583,1.204123251,30.20437814
0.567,6.039895434,1.191660164,30.14541028
0.568,5.97588318,1.182760647,30.04177863
0.569,5.950335933,1.168914481,29.99770835
0.57,5.885328386,1.158414169,29.91446653
0.571,5.870847761,1.147973574,29.84461118
0.572,5.8017672,1.131262657,29.75394123
0.573,5.751335687,1.122669328,29.69316695
0.574,5.70873859,1.123357181,29.61905868
0.575,5.649045838,1.107803905,29.54702687
0.576,5.616927461,1.087820714,29.46196536
0.577,5.570443862,1.108646188,29.37986992
0.578,5.531219276,1.067344457,29.3345546
0.579,5.463042059,1.091075877,29.26344384
0.58,5.443205236,1.061336004,29.18323135
0.581,5.398522577,1.04738998,29.10784155
0.582,5.354493737,1.04013349,29.06406681
0.583,5.302052907,1.033442495,28.97163113
0.584,5.270994059,1.038580607,28.90017989
0.585,5.231319751,1.045327553,28.83769322
0.586,5.176914991,1.029825851,28.75463552
0.587,5.124753341,1.014913073,28.67390259
0.588,5.107133611,1.009012005,28.61679152
0.589,5.05875523,1.019171567,28.5213324
0.59,5.01711161,1.017630029,28.47947563
0.591,4.97047841,0.997741385,28.39926734
0.592,4.93099146,1.001931713,28.3617582
0.593,4.905665163,0.990471419,28.27206172
0.594,4.865477034,0.994568008,28.19512313
0.595,4.82724573,0.996516567,28.11996619
0.596,4.778279734,0.99333588,28.06059332
0.597,4.752008132,0.996703797,27.98427864
0.598,4.721810505,0.991602166,27.90737284
0.599,4.692850295,0.987094523,27.83246435
0.6,4.633386011,1.008631915,27.75869323
0.601,4.582774879,0.991759109,27.6864438
0.602,4.555166116,1.01682297,27.64150147
0.603,4.524909722,0.982677286,27.56348071
0.604,4.49428955,0.98042142,27.48401578
0.605,4.466332193,1.006816822,27.42225307
0.606,4.443537556,1.012698691,27.34888097
0.607,4.394737799,0.987936313,27.27776393
0.608,4.353969298,1.00105313,27.21499576
0.609,4.314638137,1.021320047,27.14510835
0.61,4.293183522,1.005288416,27.09588493
0.611,4.25036738,0.99331258,27.00836955
0.612,4.232328052,1.02951096,26.96759819
0.613,4.19664324,1.015679503,26.86610785
0.614,4.157629874,1.001916185,26.81731213
0.615,4.145124066,1.016662596,26.74184216
0.616,4.098554501,1.042068354,26.6843756
0.617,4.061570607,1.036129007,26.58626444
0.618,4.026732232,1.049083001,26.52776885
0.619,3.989492076,1.044122431,26.45702888
0.62,3.976365789,1.063227354,26.40109865
0.621,3.948159101,1.061608601,26.35234217
0.622,3.913099993,1.080714785,26.25597358
0.623,3.90079415,1.051283485,26.21415933
0.624,3.878960553,1.062737371,26.14180554
0.625,3.837448254,1.084186598,26.05900485
0.626,3.79910216,1.081031907,25.99047164
0.627,3.782260858,1.074948978,25.93555872
0.628,3.74318567,1.093365962,25.88754623
0.629,3.716635169,1.115698318,25.81055516
0.63,3.696289474,1.113337013,25.75226296
0.631,3.686778244,1.109369523,25.68641121
